0.01000 	 0.02178 	 0.00979
0.02000 	 0.04354 	 0.01957
0.03000 	 0.06531 	 0.02934
0.04000 	 0.08708 	 0.03912
0.05000 	 0.10888 	 0.04889
0.06000 	 0.13071 	 0.05867
0.07000 	 0.15258 	 0.06846
0.08000 	 0.17450 	 0.07826
0.09000 	 0.19649 	 0.08807
0.10000 	 0.21855 	 0.09790
0.11000 	 0.24069 	 0.10774
0.12000 	 0.26292 	 0.11760
0.13000 	 0.28526 	 0.12749
0.14000 	 0.30770 	 0.13739
0.15000 	 0.33026 	 0.14733
0.16000 	 0.35294 	 0.15729
0.17000 	 0.37576 	 0.16728
0.18000 	 0.39872 	 0.17729
0.19000 	 0.42182 	 0.18734
0.20000 	 0.44507 	 0.19742
0.21000 	 0.46848 	 0.20753
0.22000 	 0.49205 	 0.21767
0.23000 	 0.51579 	 0.22784
0.24000 	 0.53969 	 0.23804
0.25000 	 0.56377 	 0.24827
0.26000 	 0.58801 	 0.25853
0.27000 	 0.61243 	 0.26881
0.28000 	 0.63702 	 0.27911
0.29000 	 0.66178 	 0.28944
0.30000 	 0.68670 	 0.29978
0.31000 	 0.71179 	 0.31014
0.32000 	 0.73704 	 0.32050
0.33000 	 0.76244 	 0.33087
0.34000 	 0.78798 	 0.34124
0.35000 	 0.81366 	 0.35160
0.36000 	 0.83946 	 0.36195
0.37000 	 0.86537 	 0.37228
0.38000 	 0.89138 	 0.38258
0.39000 	 0.91747 	 0.39284
0.40000 	 0.94363 	 0.40305
0.41000 	 0.96983 	 0.41321
0.42000 	 0.99606 	 0.42330
0.43000 	 1.02229 	 0.43331
0.44000 	 1.04850 	 0.44323
0.45000 	 1.07466 	 0.45305
0.46000 	 1.10075 	 0.46275
0.47000 	 1.12673 	 0.47232
0.48000 	 1.15257 	 0.48175
0.49000 	 1.17824 	 0.49101
0.50000 	 1.20370 	 0.50009
0.51000 	 1.22891 	 0.50898
0.52000 	 1.25384 	 0.51765
0.53000 	 1.27845 	 0.52610
0.54000 	 1.30268 	 0.53430
0.55000 	 1.32651 	 0.54223
0.56000 	 1.34989 	 0.54987
0.57000 	 1.37276 	 0.55721
0.58000 	 1.39509 	 0.56422
0.59000 	 1.41682 	 0.57089
0.60000 	 1.43792 	 0.57720
0.61000 	 1.45833 	 0.58312
0.62000 	 1.47800 	 0.58865
0.63000 	 1.49689 	 0.59375
0.64000 	 1.51495 	 0.59841
0.65000 	 1.53214 	 0.60262
0.66000 	 1.54841 	 0.60636
0.67000 	 1.56372 	 0.60961
0.68000 	 1.57803 	 0.61236
0.69000 	 1.59130 	 0.61459
0.70000 	 1.60350 	 0.61629
0.71000 	 1.61459 	 0.61745
0.72000 	 1.62455 	 0.61807
0.73000 	 1.63334 	 0.61812
0.74000 	 1.64093 	 0.61761
0.75000 	 1.64733 	 0.61653
0.76000 	 1.65249 	 0.61487
0.77000 	 1.65642 	 0.61264
0.78000 	 1.65910 	 0.60983
0.79000 	 1.66054 	 0.60645
0.80000 	 1.66072 	 0.60250
0.81000 	 1.65966 	 0.59798
0.82000 	 1.65736 	 0.59290
0.83000 	 1.65384 	 0.58727
0.84000 	 1.64911 	 0.58110
0.85000 	 1.64319 	 0.57441
0.86000 	 1.63610 	 0.56719
0.87000 	 1.62788 	 0.55947
0.88000 	 1.61855 	 0.55127
0.89000 	 1.60815 	 0.54259
0.90000 	 1.59671 	 0.53346
0.91000 	 1.58427 	 0.52389
0.92000 	 1.57087 	 0.51390
0.93000 	 1.55655 	 0.50352
0.94000 	 1.54136 	 0.49276
0.95000 	 1.52534 	 0.48164
0.96000 	 1.50854 	 0.47018
0.97000 	 1.49101 	 0.45840
0.98000 	 1.47279 	 0.44632
0.99000 	 1.45393 	 0.43396
1.00000 	 1.43448 	 0.42135
1.01000 	 1.41449 	 0.40850
1.02000 	 1.39400 	 0.39542
1.03000 	 1.37306 	 0.38215
1.04000 	 1.35171 	 0.36869
1.05000 	 1.33000 	 0.35506
