-3.1416	-3.1353
-3.1416	-3.0473
-3.1416	-2.9405
-3.1416	-2.8337
-3.1416	-2.8149
-3.1416	-2.7835
-3.1416	-2.7646
-3.1416	-2.7395
-3.1416	-2.6892
-3.1416	-2.6829
-3.1416	-2.6641
-3.1416	-2.5384
-3.1416	-2.5133
-3.1416	-2.5007
-3.1416	-2.4442
-3.1416	-2.4127
-3.1416	-2.4065
-3.1416	-2.3939
-3.1416	-2.3373
-3.1416	-2.3248
-3.1416	-2.3185
-3.1416	-2.2619
-3.1416	-2.1803
-3.1416	-2.1677
-3.1416	-2.1049
-3.1416	-2.0797
-3.1416	-2.0672
-3.1416	-2.0483
-3.1416	-2.0420
-3.1416	-2.0358
-3.1416	-2.0295
-3.1416	-2.0232
-3.1416	-2.0169
-3.1416	-1.9164
-3.1416	-1.8473
-3.1416	-1.8347
-3.1416	-1.8284
-3.1416	-1.8096
-3.1416	-1.6713
-3.1416	-1.6588
-3.1416	-1.6399
-3.1416	-1.6273
-3.1416	-1.5834
-3.1416	-1.5205
-3.1416	-1.4954
-3.1416	-1.4640
-3.1416	-1.4263
-3.1416	-1.3886
-3.1416	-1.3509
-3.1416	-1.2378
-3.1416	-1.2315
-3.1416	-1.1812
-3.1416	-1.1687
-3.1416	-1.1561
-3.1416	-1.1184
-3.1416	-1.0367
-3.1416	-1.0053
-3.1416	-0.9425
-3.1416	-0.9173
-3.1416	-0.8985
-3.1416	-0.8608
-3.1416	-0.8357
-3.1416	-0.8105
-3.1416	-0.8042
-3.1416	-0.7791
-3.1416	-0.7540
-3.1416	-0.7351
-3.1416	-0.7037
-3.1416	-0.6786
-3.1416	-0.6283
-3.1416	-0.6158
-3.1416	-0.6095
-3.1416	-0.6032
-3.1416	-0.5655
-3.1416	-0.5466
-3.1416	-0.5152
-3.1416	-0.4901
-3.1416	-0.4712
-3.1416	-0.4650
-3.1416	-0.4210
-3.1416	-0.4147
-3.1416	-0.3958
-3.1416	-0.3896
-3.1416	-0.3707
-3.1416	-0.3519
-3.1416	-0.3016
-3.1416	-0.2827
-3.1416	-0.2325
-3.1416	-0.2199
-3.1416	-0.1885
-3.1416	-0.1822
-3.1416	-0.1759
-3.1416	-0.1696
-3.1416	-0.1634
-3.1416	-0.1571
-3.1416	-0.1508
-3.1416	-0.1445
-3.1416	-0.1382
-3.1416	-0.1319
-3.1416	-0.1257
-3.1416	-0.0503
-3.1416	0.0691
-3.1416	0.0754
-3.1416	0.0817
-3.1416	0.0880
-3.1416	0.0942
-3.1416	0.1005
-3.1416	0.1068
-3.1416	0.1131
-3.1416	0.1194
-3.1416	0.1257
-3.1416	0.1319
-3.1416	0.1382
-3.1416	0.1445
-3.1416	0.1508
-3.1416	0.1571
-3.1416	0.1634
-3.1416	0.1696
-3.1416	0.1759
-3.1416	0.1822
-3.1416	0.1885
-3.1416	0.1948
-3.1416	0.2011
-3.1416	0.2073
-3.1416	0.3204
-3.1416	0.3330
-3.1416	0.3581
-3.1416	0.3644
-3.1416	0.4335
-3.1416	0.5404
-3.1416	0.5466
-3.1416	0.5529
-3.1416	0.5592
-3.1416	0.5655
-3.1416	0.6409
-3.1416	0.6849
-3.1416	0.7226
-3.1416	0.7791
-3.1416	0.8231
-3.1416	0.8419
-3.1416	0.8608
-3.1416	0.8796
-3.1416	0.9173
-3.1416	0.9236
-3.1416	0.9802
-3.1416	1.0053
-3.1416	1.0556
-3.1416	1.0744
-3.1416	1.1938
-3.1416	1.2252
-3.1416	1.2566
-3.1416	1.2629
-3.1416	1.2692
-3.1416	1.3195
-3.1416	1.3258
-3.1416	1.3949
-3.1416	1.4451
-3.1416	1.4514
-3.1416	1.4640
-3.1416	1.5896
-3.1416	1.5959
-3.1416	1.6085
-3.1416	1.6148
-3.1416	1.6902
-3.1416	1.7027
-3.1416	1.7090
-3.1416	1.7530
-3.1416	1.7593
-3.1416	1.7719
-3.1416	1.8158
-3.1416	1.9415
-3.1416	1.9541
-3.1416	2.0106
-3.1416	2.0169
-3.1416	2.0295
-3.1416	2.0483
-3.1416	2.0546
-3.1416	2.0672
-3.1416	2.0797
-3.1416	2.1112
-3.1416	2.1363
-3.1416	2.1426
-3.1416	2.1740
-3.1416	2.1928
-3.1416	2.2808
-3.1416	2.2871
-3.1416	2.2934
-3.1416	2.2996
-3.1416	2.3059
-3.1416	2.3185
-3.1416	2.3436
-3.1416	2.3939
-3.1416	2.4253
-3.1416	2.4316
-3.1416	2.4379
-3.1416	2.5196
-3.1416	2.5384
-3.1416	2.5761
-3.1416	2.6515
-3.1416	2.6892
-3.1416	2.7206
-3.1416	2.7269
-3.1416	2.7458
-3.1416	2.7646
-3.1416	2.7709
-3.1416	2.8023
-3.1416	2.8212
-3.1416	2.8526
-3.1416	2.8903
-3.1416	2.9091
-3.1416	2.9217
-3.1353	-3.0913
-3.1353	-3.0725
-3.1353	-3.0473
