-3.141593 -3.141593 4.426367
395.801686 395.801686 4.047119
801.893095 801.893095 4.250261
1204.920075 1204.920075 3.962530
1611.806645 1611.806645 4.412706
2010.850381 2010.850381 3.980928
2416.262756 2416.262756 4.257264
2816.053341 2816.053341 4.034628
3219.165361 3219.165361 4.388741
3619.558147 3619.558147 3.948224
4024.172313 4024.172313 4.357957
4422.491296 4422.491296 3.954628
4828.802520 4828.802520 4.380247
5226.917624 5226.917624 3.940963
5632.800551 5632.800551 4.219054
6030.327356 6030.327356 4.119893
6435.698581 6435.698581 4.410108
6836.012225 6836.012225 4.028611
7240.346358 7240.346358 4.269503
7639.086238 7639.086238 4.187628
8043.869463 8043.869463 4.380905
8444.064347 8444.064347 4.196061
8848.058838 8848.058838 4.308965
9247.833814 9247.833814 4.340014
9651.556701 9651.556701 4.371083
10052.573672 10052.573672 4.382427
10455.306797 10455.306797 4.353676
10856.712303 10856.712303 4.351723
11258.848458 11258.848458 4.293884
11660.599268 11660.599268 4.179641
12062.197146 12062.197146 3.920701
12463.085629 12463.085629 4.175751
12856.671464 12856.671464 4.011277
13253.194005 13253.194005 4.328683
13647.476956 13647.476956 3.936471
14045.212557 14045.212557 4.239618
14437.627401 14437.627401 4.029103
14836.396052 14836.396052 4.214595
15229.230775 15229.230775 4.259586
15627.005374 15627.005374 4.312547
16021.603497 16021.603497 4.322089
16418.040870 16418.040870 4.265134
16812.977585 16812.977585 4.218383
17208.577003 17208.577003 4.047197
17603.686905 17603.686905 3.900263
17997.239598 17997.239598 4.284397
18384.856784 18384.856784 3.831035
18776.727592 18776.727592 4.064329
19162.082460 19162.082460 4.243136
19553.751801 19553.751801 4.232460
19943.343961 19943.343961 4.270313
20332.191556 20332.191556 4.264633
20721.780686 20721.780686 4.194142
21110.626903 21110.626903 4.063357
21499.581546 21499.581546 3.758433
21887.613826 21887.613826 4.167407
22266.690877 22266.690877 3.742065
22653.666800 22653.666800 3.842344
23031.873428 23031.873428 3.793201
23413.401080 23413.401080 3.734662
23791.584882 23791.584882 3.775071
24167.395545 24167.395545 3.821414
24544.117883 24544.117883 3.881746
24920.819671 24920.819671 3.945682
25297.524182 25297.524182 4.018647
25674.182508 25674.182508 4.075931
26050.866128 26050.866128 4.130280
26427.453026 26427.453026 4.148524
26804.093875 26804.093875 4.125375
27180.554759 27180.554759 4.025199
27556.940451 27556.940451 3.738715
27932.778827 27932.778827 3.752598
28303.587214 28303.587214 3.747826
28674.313974 28674.313974 3.607108
29044.298519 29044.298519 3.596490
29407.931164 29407.931164 3.687889
29771.762400 29771.762400 3.647048
30136.331386 30136.331386 3.930188
30499.558414 30499.558414 3.669739
30864.984476 30864.984476 4.009115
31226.743241 31226.743241 3.790500
31593.279218 31593.279218 3.758393
31954.522127 31954.522127 3.525254
32317.929298 32317.929298 3.990016
32672.837937 32672.837937 3.470498
33033.808258 33033.808258 3.554672
33386.429576 33386.429576 3.975249
33740.774745 33740.774745 3.957403
34099.039188 34099.039188 3.856335
34455.923847 34455.923847 3.612248
34813.137498 34813.137498 3.939283
35166.869999 35166.869999 3.454295
35521.164339 35521.164339 3.492123
35868.365112 35868.365112 3.858204
36215.517790 36215.517790 3.801867
36567.119950 36567.119950 3.454651
36917.649065 36917.649065 3.472002
37261.247473 37261.247473 3.754056
37603.775661 37603.775661 3.808902
37950.904642 37950.904642 3.700351
38294.789313 38294.789313 3.418956
38639.349521 38639.349521 3.271767
38977.873893 38977.873893 3.251268
39310.770839 39310.770839 3.345956
39642.728514 39642.728514 3.223352
39976.489216 39976.489216 3.765451
40306.748341 40306.748341 3.198574
40642.836953 40642.836953 3.186497
40969.590732 40969.590732 3.308868
41295.082664 41295.082664 3.151185
41622.871701 41622.871701 3.703355
41946.129051 41946.129051 3.142677
42276.633479 42276.633479 3.113020
42596.527248 42596.527248 3.132843
42916.647763 42916.647763 3.250509
43236.491640 43236.491640 3.288418
43556.749534 43556.749534 3.557865
43876.134591 43876.134591 3.501764
44196.774234 44196.774234 3.537528
44515.464738 44515.464738 3.435098
44835.518083 44835.518083 2.988686
45154.046642 45154.046642 3.003465
45462.278855 45462.278855 3.249276
45768.226246 45768.226246 3.026138
46078.325797 46078.325797 3.426187
