-3.1416 -3.1416 0
-3.1416 -3.1102 0
-3.1416 -3.0788 0
-3.1416 -3.0473 0
-3.1416 -3.0159 1
-3.1416 -2.9845 0
-3.1416 -2.9531 0
-3.1416 -2.9217 0
-3.1416 -2.8903 0
-3.1416 -2.8588 0
-3.1416 -2.8274 0
-3.1416 -2.7960 0
-3.1416 -2.7646 0
-3.1416 -2.7332 0
-3.1416 -2.7018 0
-3.1416 -2.6704 0
-3.1416 -2.6389 0
-3.1416 -2.6075 0
-3.1416 -2.5761 0
-3.1416 -2.5447 0
-3.1416 -2.5133 0
-3.1416 -2.4819 0
-3.1416 -2.4504 0
-3.1416 -2.4190 0
-3.1416 -2.3876 0
-3.1416 -2.3562 0
-3.1416 -2.3248 0
-3.1416 -2.2934 0
-3.1416 -2.2619 0
-3.1416 -2.2305 0
-3.1416 -2.1991 0
-3.1416 -2.1677 0
-3.1416 -2.1363 0
-3.1416 -2.1049 0
-3.1416 -2.0735 0
-3.1416 -2.0420 1
-3.1416 -2.0106 0
-3.1416 -1.9792 0
-3.1416 -1.9478 0
-3.1416 -1.9164 0
-3.1416 -1.8850 0
-3.1416 -1.8535 0
-3.1416 -1.8221 1
-3.1416 -1.7907 0
-3.1416 -1.7593 0
-3.1416 -1.7279 0
-3.1416 -1.6965 0
-3.1416 -1.6650 0
-3.1416 -1.6336 0
-3.1416 -1.6022 0
-3.1416 -1.5708 0
-3.1416 -1.5394 0
-3.1416 -1.5080 0
-3.1416 -1.4765 0
-3.1416 -1.4451 0
-3.1416 -1.4137 0
-3.1416 -1.3823 0
-3.1416 -1.3509 0
-3.1416 -1.3195 0
-3.1416 -1.2881 0
-3.1416 -1.2566 0
-3.1416 -1.2252 1
-3.1416 -1.1938 1
-3.1416 -1.1624 0
-3.1416 -1.1310 0
-3.1416 -1.0996 0
-3.1416 -1.0681 0
-3.1416 -1.0367 0
-3.1416 -1.0053 0
-3.1416 -0.9739 0
-3.1416 -0.9425 0
-3.1416 -0.9111 0
-3.1416 -0.8796 0
-3.1416 -0.8482 0
-3.1416 -0.8168 0
-3.1416 -0.7854 0
-3.1416 -0.7540 0
-3.1416 -0.7226 0
-3.1416 -0.6912 0
-3.1416 -0.6597 0
-3.1416 -0.6283 0
-3.1416 -0.5969 0
-3.1416 -0.5655 0
-3.1416 -0.5341 0
-3.1416 -0.5027 0
-3.1416 -0.4712 0
-3.1416 -0.4398 0
-3.1416 -0.4084 0
-3.1416 -0.3770 0
-3.1416 -0.3456 0
-3.1416 -0.3142 0
-3.1416 -0.2827 0
-3.1416 -0.2513 0
-3.1416 -0.2199 0
-3.1416 -0.1885 0
-3.1416 -0.1571 0
-3.1416 -0.1257 0
-3.1416 -0.0942 0
-3.1416 -0.0628 1
-3.1416 -0.0314 0
-3.1416 -0.0000 0
-3.1416 0.0314 0
-3.1416 0.0628 0
-3.1416 0.0942 0
-3.1416 0.1257 0
-3.1416 0.1571 0
-3.1416 0.1885 1
-3.1416 0.2199 1
-3.1416 0.2513 0
-3.1416 0.2827 0
-3.1416 0.3142 0
-3.1416 0.3456 0
-3.1416 0.3770 0
-3.1416 0.4084 0
-3.1416 0.4398 0
-3.1416 0.4712 0
-3.1416 0.5027 0
-3.1416 0.5341 0
-3.1416 0.5655 1
-3.1416 0.5969 0
-3.1416 0.6283 0
-3.1416 0.6597 0
-3.1416 0.6912 0
-3.1416 0.7226 0
-3.1416 0.7540 1
-3.1416 0.7854 0
-3.1416 0.8168 0
-3.1416 0.8482 0
-3.1416 0.8796 0
-3.1416 0.9111 0
-3.1416 0.9425 0
-3.1416 0.9739 0
-3.1416 1.0053 0
-3.1416 1.0367 0
-3.1416 1.0681 0
-3.1416 1.0996 0
-3.1416 1.1310 0
-3.1416 1.1624 0
-3.1416 1.1938 0
-3.1416 1.2252 0
-3.1416 1.2566 0
-3.1416 1.2881 0
-3.1416 1.3195 0
-3.1416 1.3509 0
-3.1416 1.3823 0
-3.1416 1.4137 0
-3.1416 1.4451 0
-3.1416 1.4765 0
-3.1416 1.5080 0
-3.1416 1.5394 0
-3.1416 1.5708 0
-3.1416 1.6022 0
-3.1416 1.6336 0
-3.1416 1.6650 0
-3.1416 1.6965 0
-3.1416 1.7279 0
-3.1416 1.7593 0
-3.1416 1.7907 0
-3.1416 1.8221 0
-3.1416 1.8535 0
-3.1416 1.8850 0
-3.1416 1.9164 0
-3.1416 1.9478 0
-3.1416 1.9792 0
-3.1416 2.0106 0
-3.1416 2.0420 0
-3.1416 2.0735 0
-3.1416 2.1049 0
-3.1416 2.1363 0
-3.1416 2.1677 0
-3.1416 2.1991 0
-3.1416 2.2305 0
-3.1416 2.2619 0
-3.1416 2.2934 0
-3.1416 2.3248 0
-3.1416 2.3562 0
-3.1416 2.3876 0
-3.1416 2.4190 0
-3.1416 2.4504 0
-3.1416 2.4819 0
-3.1416 2.5133 0
-3.1416 2.5447 0
-3.1416 2.5761 0
-3.1416 2.6075 0
-3.1416 2.6389 0
-3.1416 2.6704 0
-3.1416 2.7018 0
-3.1416 2.7332 0
-3.1416 2.7646 1
-3.1416 2.7960 0
-3.1416 2.8274 0
-3.1416 2.8588 0
-3.1416 2.8903 1
-3.1416 2.9217 0
-3.1416 2.9531 0
-3.1416 2.9845 0
-3.1416 3.0159 0
-3.1416 3.0473 0
-3.1416 3.0788 0
-3.1416 3.1102 0
-3.1416 3.1416 0
-3.1102 -3.1416 0
-3.1102 -3.1102 0
