0.0100000000 	 1.0000000000 	 0.0000000000
0.0200000000 	 0.9900000000 	 -0.0100078804
0.0300000000 	 0.9999882389 	 -0.0000078299
0.0400000000 	 0.9899960655 	 -0.0100157532
0.0500000000 	 0.9999764686 	 -0.0000156722
0.0600000000 	 0.9899921154 	 -0.0100236385
0.0700000000 	 0.9999646891 	 -0.0000235269
0.0800000000 	 0.9899881497 	 -0.0100315363
0.0900000000 	 0.9999529003 	 -0.0000313940
0.1000000000 	 0.9899841683 	 -0.0100394465
0.1100000000 	 0.9999411023 	 -0.0000392735
0.1200000000 	 0.9899801712 	 -0.0100473692
0.1300000000 	 0.9999292951 	 -0.0000471655
0.1400000000 	 0.9899761585 	 -0.0100553045
0.1500000000 	 0.9999174785 	 -0.0000550700
0.1600000000 	 0.9899721300 	 -0.0100632523
0.1700000000 	 0.9999056526 	 -0.0000629869
0.1800000000 	 0.9899680859 	 -0.0100712127
0.1900000000 	 0.9998938174 	 -0.0000709163
0.2000000000 	 0.9899640260 	 -0.0100791857
0.2100000000 	 0.9998819728 	 -0.0000788583
0.2200000000 	 0.9899599503 	 -0.0100871712
0.2300000000 	 0.9998701188 	 -0.0000868128
0.2400000000 	 0.9899558589 	 -0.0100951694
0.2500000000 	 0.9998582554 	 -0.0000947799
0.2600000000 	 0.9899517517 	 -0.0101031803
0.2700000000 	 0.9998463826 	 -0.0001027596
0.2800000000 	 0.9899476287 	 -0.0101112038
0.2900000000 	 0.9998345003 	 -0.0001107519
0.3000000000 	 0.9899434899 	 -0.0101192399
0.3100000000 	 0.9998226085 	 -0.0001187568
0.3200000000 	 0.9899393352 	 -0.0101272888
0.3300000000 	 0.9998107073 	 -0.0001267743
0.3400000000 	 0.9899351647 	 -0.0101353504
0.3500000000 	 0.9997987966 	 -0.0001348045
0.3600000000 	 0.9899309783 	 -0.0101434247
0.3700000000 	 0.9997868763 	 -0.0001428474
0.3800000000 	 0.9899267761 	 -0.0101515118
0.3900000000 	 0.9997749464 	 -0.0001509030
0.4000000000 	 0.9899225579 	 -0.0101596117
0.4100000000 	 0.9997630070 	 -0.0001589713
0.4200000000 	 0.9899183238 	 -0.0101677243
0.4300000000 	 0.9997510580 	 -0.0001670524
0.4400000000 	 0.9899140738 	 -0.0101758498
0.4500000000 	 0.9997390993 	 -0.0001751462
0.4600000000 	 0.9899098078 	 -0.0101839881
0.4700000000 	 0.9997271310 	 -0.0001832528
0.4800000000 	 0.9899055259 	 -0.0101921392
0.4900000000 	 0.9997151531 	 -0.0001913721
0.5000000000 	 0.9899012279 	 -0.0102003033
0.5100000000 	 0.9997031654 	 -0.0001995043
0.5200000000 	 0.9898969140 	 -0.0102084802
0.5300000000 	 0.9996911680 	 -0.0002076494
0.5400000000 	 0.9898925840 	 -0.0102166701
0.5500000000 	 0.9996791609 	 -0.0002158073
0.5600000000 	 0.9898882380 	 -0.0102248728
0.5700000000 	 0.9996671441 	 -0.0002239780
0.5800000000 	 0.9898838759 	 -0.0102330886
0.5900000000 	 0.9996551174 	 -0.0002321617
0.6000000000 	 0.9898794978 	 -0.0102413173
0.6100000000 	 0.9996430810 	 -0.0002403583
0.6200000000 	 0.9898751036 	 -0.0102495590
0.6300000000 	 0.9996310347 	 -0.0002485678
0.6400000000 	 0.9898706932 	 -0.0102578137
0.6500000000 	 0.9996189786 	 -0.0002567902
0.6600000000 	 0.9898662668 	 -0.0102660814
0.6700000000 	 0.9996069127 	 -0.0002650257
0.6800000000 	 0.9898618242 	 -0.0102743622
